min_samples,max_eps,metric,algorithm,n_jobs,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,alg,dataset
2,inf,euclidean,auto,4,inf,100,295.56829357147217,-0.2608,10.9831,1.3974,skl_OPTICS,fico.zip
2,inf,euclidean,auto,4,inf,20,287.29774832725525,-0.2608,10.9831,1.3974,skl_OPTICS,fico.zip
3,inf,correlation,auto,4,1000.0,100,42.42653179168701,-0.303,28.4399,1.4123,skl_OPTICS,fico.zip
3,inf,correlation,auto,4,1000.0,20,42.2678804397583,-0.303,28.4399,1.4123,skl_OPTICS,fico.zip
3,inf,correlation,auto,4,100.0,100,42.30036997795105,-0.3046,28.4815,1.4101,skl_OPTICS,fico.zip
3,inf,correlation,auto,4,100.0,20,42.239187717437744,-0.303,28.4399,1.4123,skl_OPTICS,fico.zip
3,inf,correlation,auto,4,20.0,20,43.69452524185181,-0.3038,26.8606,1.4894,skl_OPTICS,fico.zip
3,inf,correlation,auto,4,inf,100,42.23049879074097,-0.303,28.4399,1.4123,skl_OPTICS,fico.zip
3,inf,correlation,auto,4,inf,20,42.42509174346924,-0.303,28.4399,1.4123,skl_OPTICS,fico.zip
3,inf,cosine,auto,4,1000.0,100,63.26816534996033,-0.3053,28.4247,1.385,skl_OPTICS,fico.zip
3,inf,cosine,auto,4,1000.0,20,62.08121013641357,-0.3053,28.4247,1.385,skl_OPTICS,fico.zip
3,inf,cosine,auto,4,100.0,100,62.5725085735321,-0.3041,29.6647,1.3826,skl_OPTICS,fico.zip
3,inf,cosine,auto,4,100.0,20,61.89432644844055,-0.3053,28.4247,1.385,skl_OPTICS,fico.zip
3,inf,cosine,auto,4,20.0,20,64.46203184127808,-0.2976,26.5708,1.4845,skl_OPTICS,fico.zip
3,inf,cosine,auto,4,inf,100,64.3953845500946,-0.3053,28.4247,1.385,skl_OPTICS,fico.zip
3,inf,cosine,auto,4,inf,20,64.33329772949219,-0.3053,28.4247,1.385,skl_OPTICS,fico.zip
3,inf,euclidean,auto,4,1000.0,100,296.15828037261963,-0.3569,41.8688,1.5076,skl_OPTICS,fico.zip
3,inf,euclidean,auto,4,1000.0,20,289.4632017612457,-0.3569,41.8688,1.5076,skl_OPTICS,fico.zip
3,inf,euclidean,auto,4,100.0,100,286.1306116580963,-0.353,42.1382,1.4755,skl_OPTICS,fico.zip
3,inf,euclidean,auto,4,100.0,20,293.0809524059296,-0.3569,41.8688,1.5076,skl_OPTICS,fico.zip
3,inf,euclidean,auto,4,20.0,20,304.88289070129395,-0.3505,33.6927,1.5396,skl_OPTICS,fico.zip
3,inf,euclidean,auto,4,inf,100,286.97970843315125,-0.3569,41.8688,1.5076,skl_OPTICS,fico.zip
3,inf,euclidean,auto,4,inf,20,291.8607053756714,-0.3569,41.8688,1.5076,skl_OPTICS,fico.zip
5,inf,correlation,auto,4,1000.0,100,42.58457636833191,-0.3049,108.591,1.3914,skl_OPTICS,fico.zip
5,inf,correlation,auto,4,1000.0,20,42.619964838027954,-0.3049,108.591,1.3914,skl_OPTICS,fico.zip
5,inf,correlation,auto,4,100.0,100,42.57513475418091,-0.3006,105.4202,1.3341,skl_OPTICS,fico.zip
5,inf,correlation,auto,4,100.0,20,42.42997980117798,-0.3049,108.591,1.3914,skl_OPTICS,fico.zip
5,inf,correlation,auto,4,20.0,20,43.88359308242798,-0.3063,104.0317,1.4845,skl_OPTICS,fico.zip
5,inf,correlation,auto,4,inf,100,42.5886492729187,-0.3049,108.591,1.3914,skl_OPTICS,fico.zip
5,inf,correlation,auto,4,inf,20,42.65799021720886,-0.3049,108.591,1.3914,skl_OPTICS,fico.zip
5,inf,cosine,auto,4,1000.0,100,63.0399055480957,-0.3024,105.5131,1.3427,skl_OPTICS,fico.zip
5,inf,cosine,auto,4,1000.0,20,62.58236289024353,-0.3024,105.5131,1.3427,skl_OPTICS,fico.zip
5,inf,cosine,auto,4,100.0,100,63.91888117790222,-0.3021,102.6614,1.3624,skl_OPTICS,fico.zip
5,inf,cosine,auto,4,100.0,20,66.12576699256897,-0.3024,105.5131,1.3427,skl_OPTICS,fico.zip
5,inf,cosine,auto,4,20.0,20,65.75609993934631,-0.3103,101.0327,1.4426,skl_OPTICS,fico.zip
5,inf,cosine,auto,4,inf,100,64.42121601104736,-0.3024,105.5131,1.3427,skl_OPTICS,fico.zip
5,inf,cosine,auto,4,inf,20,62.47666716575623,-0.3024,105.5131,1.3427,skl_OPTICS,fico.zip
5,inf,euclidean,auto,4,1000.0,100,290.9453055858612,-0.3182,281.3571,1.4866,skl_OPTICS,fico.zip
5,inf,euclidean,auto,4,1000.0,20,284.4478163719177,-0.3182,281.3571,1.4866,skl_OPTICS,fico.zip
5,inf,euclidean,auto,4,100.0,100,284.46197628974915,-0.3174,280.7071,1.4613,skl_OPTICS,fico.zip
5,inf,euclidean,auto,4,100.0,20,289.42953181266785,-0.3182,281.3571,1.4866,skl_OPTICS,fico.zip
5,inf,euclidean,auto,4,20.0,20,300.348984003067,-0.3002,247.1048,1.6218,skl_OPTICS,fico.zip
5,inf,euclidean,auto,4,inf,100,284.16801619529724,-0.3182,281.3571,1.4866,skl_OPTICS,fico.zip
5,inf,euclidean,auto,4,inf,20,290.8549234867096,-0.3182,281.3571,1.4866,skl_OPTICS,fico.zip
