n_clusters,metric,linkage,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
12,correlation,complete,0.0229620933532714,-0.07,45.5742,63.2847,0.8572,0.062,0.5821,0.1984,0.2207,0.1981,0.2491,0.2207,0.1384,skl_agglomerativeClust,2d-20c-no0_y.zip
12,correlation,single,0.0163986682891845,-0.0995,44.9246,2.8762,0.5365,0.0823,0.5597,0.2952,0.3051,0.1905,0.766,0.3051,0.2912,skl_agglomerativeClust,2d-20c-no0_y.zip
12,cosine,average,0.0272324085235595,0.3923,1568.4039,0.8095,0.9308,0.5668,2.0968,0.8062,0.8115,0.7136,0.9404,0.8115,0.6447,skl_agglomerativeClust,2d-20c-no0_y.zip
12,cosine,complete,0.0267603397369384,0.3824,1690.2556,1.0962,0.9339,0.5646,2.1252,0.802,0.8075,0.7233,0.914,0.8075,0.6325,skl_agglomerativeClust,2d-20c-no0_y.zip
12,cosine,single,0.012125015258789,0.203,879.2137,2.3897,0.8299,0.3251,1.6559,0.7,0.7079,0.5636,0.9515,0.7079,0.4827,skl_agglomerativeClust,2d-20c-no0_y.zip
12,euclidean,average,0.0374670028686523,0.5712,3232.8746,0.6047,0.9566,0.692,2.3756,0.8869,0.89,0.8085,0.9898,0.89,0.7432,skl_agglomerativeClust,2d-20c-no0_y.zip
12,euclidean,complete,0.0243914127349853,0.5221,2629.5786,0.6502,0.9456,0.6314,2.2713,0.8564,0.8604,0.773,0.9701,0.8604,0.6929,skl_agglomerativeClust,2d-20c-no0_y.zip
12,euclidean,single,0.0115392208099365,0.2554,934.6943,0.7242,0.8799,0.4273,1.9341,0.7863,0.7916,0.6583,0.9927,0.7916,0.5574,skl_agglomerativeClust,2d-20c-no0_y.zip
12,euclidean,ward,0.0293552875518798,0.589,3240.6196,0.5369,0.956,0.6892,2.3779,0.8884,0.8915,0.8093,0.9922,0.8915,0.7415,skl_agglomerativeClust,2d-20c-no0_y.zip
20,correlation,average,0.023834228515625,-0.4311,27.4932,4.1745,0.5621,0.0822,0.6081,0.2874,0.3147,0.207,0.6561,0.3147,0.2827,skl_agglomerativeClust,2d-20c-no0_y.zip
20,correlation,complete,0.022648811340332,-0.1514,27.099,76.7386,0.8938,0.0522,0.6297,0.1812,0.2181,0.2143,0.2221,0.2181,0.1086,skl_agglomerativeClust,2d-20c-no0_y.zip
20,correlation,single,0.0158243179321289,-0.0985,25.9266,2.9025,0.5415,0.0825,0.5729,0.2931,0.3088,0.195,0.7424,0.3088,0.29,skl_agglomerativeClust,2d-20c-no0_y.zip
20,cosine,average,0.0279097557067871,0.2843,1177.3404,1.2042,0.951,0.638,2.3032,0.8306,0.8378,0.7839,0.8996,0.8378,0.6844,skl_agglomerativeClust,2d-20c-no0_y.zip
20,cosine,complete,0.0257525444030761,0.2748,1175.0447,1.6295,0.9561,0.6171,2.3114,0.7957,0.8048,0.7867,0.8239,0.8048,0.6439,skl_agglomerativeClust,2d-20c-no0_y.zip
20,cosine,single,0.0121917724609375,0.1166,584.6299,1.8985,0.8547,0.3649,1.81,0.7349,0.7442,0.616,0.9397,0.7442,0.5076,skl_agglomerativeClust,2d-20c-no0_y.zip
20,euclidean,average,0.0234265327453613,0.5792,3638.983,0.4949,0.9823,0.8485,2.6765,0.9424,0.9447,0.9109,0.9812,0.9447,0.8646,skl_agglomerativeClust,2d-20c-no0_y.zip
20,euclidean,complete,0.0226597785949707,0.5321,3454.3099,0.6747,0.9767,0.7955,2.6547,0.9191,0.9228,0.9035,0.9429,0.9228,0.8121,skl_agglomerativeClust,2d-20c-no0_y.zip
20,euclidean,single,0.0113101005554199,0.4434,1099.6782,0.5437,0.9493,0.656,2.4967,0.9103,0.9138,0.8497,0.9883,0.9138,0.7166,skl_agglomerativeClust,2d-20c-no0_y.zip
20,euclidean,ward,0.0278527736663818,0.6578,5886.3175,0.4773,0.999,0.9905,2.9104,0.9904,0.9908,0.9905,0.9911,0.9908,0.991,skl_agglomerativeClust,2d-20c-no0_y.zip
2,correlation,average,0.0352993011474609,0.2692,496.1166,1.6052,0.5302,0.0823,0.5439,0.2982,0.3007,0.1851,0.8005,0.3007,0.2932,skl_agglomerativeClust,2d-20c-no0_y.zip
2,correlation,complete,0.0229361057281494,0.2692,496.1166,1.6052,0.5302,0.0823,0.5439,0.2982,0.3007,0.1851,0.8005,0.3007,0.2932,skl_agglomerativeClust,2d-20c-no0_y.zip
2,correlation,single,0.0156941413879394,0.2692,496.1166,1.6052,0.5302,0.0823,0.5439,0.2982,0.3007,0.1851,0.8005,0.3007,0.2932,skl_agglomerativeClust,2d-20c-no0_y.zip
2,cosine,average,0.0273365974426269,0.4164,1145.6201,0.9184,0.519,0.0944,0.6431,0.3555,0.3577,0.2189,0.9783,0.3577,0.3176,skl_agglomerativeClust,2d-20c-no0_y.zip
2,cosine,complete,0.0278460979461669,0.4245,1200.7126,1.0093,0.5522,0.1064,0.6642,0.3638,0.366,0.2261,0.9606,0.366,0.3266,skl_agglomerativeClust,2d-20c-no0_y.zip
2,cosine,single,0.0123050212860107,0.4435,1307.8016,0.9657,0.5527,0.1074,0.6743,0.3694,0.3716,0.2295,0.9751,0.3716,0.3281,skl_agglomerativeClust,2d-20c-no0_y.zip
2,euclidean,average,0.0240650177001953,0.4339,1257.3219,0.9845,0.5473,0.1056,0.6796,0.3729,0.3751,0.2313,0.9909,0.3751,0.327,skl_agglomerativeClust,2d-20c-no0_y.zip
2,euclidean,complete,0.0229218006134033,0.4181,1167.944,1.0183,0.5501,0.1047,0.665,0.3643,0.3666,0.2263,0.9638,0.3666,0.3245,skl_agglomerativeClust,2d-20c-no0_y.zip
2,euclidean,single,0.0113966464996337,0.272,303.0621,0.9211,0.2391,0.0258,0.3313,0.1995,0.2026,0.1127,1.0,0.2026,0.2585,skl_agglomerativeClust,2d-20c-no0_y.zip
2,euclidean,ward,0.0282309055328369,0.4249,1198.7747,1.0127,0.554,0.1088,0.6923,0.3792,0.3814,0.2356,1.0,0.3814,0.33,skl_agglomerativeClust,2d-20c-no0_y.zip
4,correlation,average,0.0239803791046142,-0.098,165.7922,1.3567,0.5311,0.0823,0.5472,0.2977,0.3017,0.1862,0.7939,0.3017,0.293,skl_agglomerativeClust,2d-20c-no0_y.zip
4,correlation,complete,0.0227649211883544,0.0881,166.1217,55.3064,0.7032,0.0853,0.5521,0.255,0.2618,0.1879,0.4313,0.2618,0.2362,skl_agglomerativeClust,2d-20c-no0_y.zip
4,correlation,single,0.0163164138793945,-0.0843,165.251,2.5329,0.5315,0.0823,0.547,0.2976,0.3015,0.1862,0.7931,0.3015,0.2928,skl_agglomerativeClust,2d-20c-no0_y.zip
4,cosine,average,0.0276837348937988,0.4588,1818.6646,0.6738,0.7702,0.2521,1.2903,0.6038,0.6074,0.4392,0.9844,0.6074,0.4358,skl_agglomerativeClust,2d-20c-no0_y.zip
4,cosine,complete,0.0263166427612304,0.4783,2004.6951,0.6279,0.7618,0.2419,1.2641,0.5929,0.5965,0.4302,0.9725,0.5965,0.4275,skl_agglomerativeClust,2d-20c-no0_y.zip
4,cosine,single,0.0122761726379394,0.4633,1612.9641,0.7184,0.7423,0.2239,1.2303,0.583,0.5868,0.4187,0.9803,0.5868,0.4156,skl_agglomerativeClust,2d-20c-no0_y.zip
4,euclidean,average,0.023848533630371,0.4284,1568.2169,0.6645,0.7311,0.2145,1.2244,0.5831,0.587,0.4167,0.9924,0.587,0.4094,skl_agglomerativeClust,2d-20c-no0_y.zip
4,euclidean,complete,0.0247914791107177,0.4331,1522.2412,0.7427,0.7494,0.2232,1.2256,0.5766,0.5805,0.4171,0.9541,0.5805,0.4093,skl_agglomerativeClust,2d-20c-no0_y.zip
4,euclidean,single,0.0112948417663574,0.1481,493.2347,0.8656,0.609,0.1339,1.0384,0.5175,0.5223,0.3534,1.0,0.5223,0.3498,skl_agglomerativeClust,2d-20c-no0_y.zip
4,euclidean,ward,0.0298295021057128,0.4359,1756.9227,0.7578,0.7985,0.287,1.3737,0.6339,0.6372,0.4675,1.0,0.6372,0.4614,skl_agglomerativeClust,2d-20c-no0_y.zip
6,correlation,average,0.0242648124694824,-0.2643,99.7934,1.6571,0.5327,0.0824,0.5521,0.2974,0.3032,0.1879,0.7851,0.3032,0.2926,skl_agglomerativeClust,2d-20c-no0_y.zip
6,correlation,complete,0.0232863426208496,0.0795,99.7953,45.0715,0.7401,0.0869,0.5589,0.2385,0.2496,0.1902,0.363,0.2496,0.2229,skl_agglomerativeClust,2d-20c-no0_y.zip
6,correlation,single,0.0160701274871826,-0.0846,99.0776,2.6235,0.5327,0.0823,0.5501,0.297,0.3024,0.1872,0.786,0.3024,0.2923,skl_agglomerativeClust,2d-20c-no0_y.zip
6,cosine,average,0.028651475906372,0.4369,1979.8874,0.7649,0.8528,0.3639,1.6344,0.7007,0.7049,0.5562,0.962,0.7049,0.5088,skl_agglomerativeClust,2d-20c-no0_y.zip
6,cosine,complete,0.0263221263885498,0.4314,1957.8955,0.7981,0.8701,0.4005,1.6815,0.714,0.7179,0.5723,0.9631,0.7179,0.5352,skl_agglomerativeClust,2d-20c-no0_y.zip
6,cosine,single,0.0121357440948486,0.4187,1719.5055,0.724,0.8141,0.3061,1.5363,0.6769,0.6816,0.5228,0.9788,0.6816,0.4732,skl_agglomerativeClust,2d-20c-no0_y.zip
6,euclidean,average,0.0257627964019775,0.4784,1987.1745,0.6498,0.8335,0.3369,1.6224,0.7058,0.71,0.5522,0.9943,0.71,0.4954,skl_agglomerativeClust,2d-20c-no0_y.zip
6,euclidean,complete,0.0231485366821289,0.3976,1629.4977,0.8357,0.8701,0.3958,1.6892,0.7165,0.7203,0.5749,0.9643,0.7203,0.5284,skl_agglomerativeClust,2d-20c-no0_y.zip
6,euclidean,single,0.0114815235137939,0.0695,375.7039,0.8773,0.6849,0.1789,1.3393,0.6199,0.6258,0.4558,0.9977,0.6258,0.3838,skl_agglomerativeClust,2d-20c-no0_y.zip
6,euclidean,ward,0.030785322189331,0.49,2274.4231,0.7669,0.8748,0.4161,1.745,0.7406,0.7441,0.5939,0.9962,0.7441,0.5499,skl_agglomerativeClust,2d-20c-no0_y.zip
8,correlation,average,0.0242819786071777,-0.2645,71.5295,1.9533,0.5344,0.0825,0.5571,0.297,0.3048,0.1896,0.7765,0.3048,0.2922,skl_agglomerativeClust,2d-20c-no0_y.zip
8,correlation,complete,0.0228281021118164,0.0588,71.4119,51.4276,0.7606,0.0879,0.5691,0.2275,0.2428,0.1937,0.3252,0.2428,0.2151,skl_agglomerativeClust,2d-20c-no0_y.zip
8,correlation,single,0.0158782005310058,-0.0844,70.7153,2.6923,0.534,0.0823,0.5533,0.2964,0.3033,0.1883,0.7791,0.3033,0.2919,skl_agglomerativeClust,2d-20c-no0_y.zip
8,cosine,average,0.0282449722290039,0.4362,1890.1683,0.836,0.8958,0.4585,1.8855,0.7638,0.7682,0.6417,0.9567,0.7682,0.5722,skl_agglomerativeClust,2d-20c-no0_y.zip
8,cosine,complete,0.0262651443481445,0.4072,1846.6427,0.8818,0.9014,0.466,1.8649,0.7519,0.7565,0.6347,0.936,0.7565,0.5715,skl_agglomerativeClust,2d-20c-no0_y.zip
8,cosine,single,0.0121994018554687,0.3021,1257.2578,0.7309,0.8176,0.3099,1.554,0.6789,0.6847,0.5289,0.9706,0.6847,0.4748,skl_agglomerativeClust,2d-20c-no0_y.zip
8,euclidean,average,0.0254561901092529,0.5135,2248.0842,0.6286,0.8924,0.4573,1.9105,0.781,0.7851,0.6502,0.9907,0.7851,0.5771,skl_agglomerativeClust,2d-20c-no0_y.zip
8,euclidean,complete,0.0233826637268066,0.4727,2010.0643,0.7257,0.9116,0.503,1.9552,0.7846,0.7885,0.6654,0.9675,0.7885,0.602,skl_agglomerativeClust,2d-20c-no0_y.zip
8,euclidean,single,0.0116779804229736,0.1067,334.7022,0.8339,0.743,0.2259,1.5264,0.6773,0.6833,0.5195,0.998,0.6833,0.4181,skl_agglomerativeClust,2d-20c-no0_y.zip
8,euclidean,ward,0.0283176898956298,0.5332,2427.4576,0.6204,0.9066,0.4982,1.9821,0.8009,0.8046,0.6746,0.9966,0.8046,0.6063,skl_agglomerativeClust,2d-20c-no0_y.zip
