amount_initial_centers,kmax,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,max_nbr_values,max_nbr_values_cat,alg,dataset
2,2,0.0090782642364501,0.7217,2837.7554,0.5264,0.8206,0.6414,0.6923,0.718,0.7184,0.5605,1.0,0.7184,0.801,inf,20.0,pyc_xmeans,2d-4c_y.zip
2,6,0.0110468864440917,0.6718,27826.5638,0.4688,0.9159,0.7929,1.235,0.8733,0.8739,1.0,0.776,0.8739,0.8592,,,pyc_xmeans,2d-4c_y.zip
2,6,0.0117521286010742,0.661,27712.4626,0.4769,0.9161,0.7934,1.235,0.8735,0.874,1.0,0.7762,0.874,0.8595,1000.0,20.0,pyc_xmeans,2d-4c_y.zip
2,6,0.0109460353851318,0.6611,27769.3689,0.5052,0.9184,0.7995,1.2308,0.8749,0.8754,0.9966,0.7805,0.8754,0.8637,100.0,20.0,pyc_xmeans,2d-4c_y.zip
2,6,0.0103874206542968,0.6699,27849.4892,0.4754,0.9152,0.7911,1.235,0.8727,0.8733,1.0,0.775,0.8733,0.8579,inf,20.0,pyc_xmeans,2d-4c_y.zip
4,10,0.0137519836425781,0.5969,17645.0221,0.5797,0.8745,0.6791,1.2308,0.7727,0.7742,0.9966,0.633,0.7742,0.7804,,,pyc_xmeans,2d-4c_y.zip
4,10,0.0134186744689941,0.5851,17502.7016,0.6009,0.8737,0.6769,1.2308,0.7739,0.7755,0.9966,0.6347,0.7755,0.7789,1000.0,20.0,pyc_xmeans,2d-4c_y.zip
4,10,0.012150764465332,0.5791,16825.9848,0.6202,0.884,0.706,1.2308,0.7891,0.7906,0.9966,0.6551,0.7906,0.7993,100.0,20.0,pyc_xmeans,2d-4c_y.zip
4,10,0.0122802257537841,0.5987,17123.6072,0.6073,0.8831,0.7033,1.2308,0.7877,0.7892,0.9966,0.6532,0.7892,0.7974,inf,20.0,pyc_xmeans,2d-4c_y.zip
4,14,0.0163278579711914,0.4638,22764.9601,0.6391,0.7884,0.4127,1.235,0.6768,0.6796,1.0,0.5147,0.6796,0.584,,,pyc_xmeans,2d-4c_y.zip
4,14,0.0136933326721191,0.5833,12660.5225,0.5942,0.8526,0.6154,1.2308,0.7138,0.7165,0.9966,0.5593,0.7165,0.7355,1000.0,20.0,pyc_xmeans,2d-4c_y.zip
4,14,0.0138158798217773,0.4534,22797.4084,0.653,0.7895,0.4165,1.235,0.6793,0.6821,1.0,0.5176,0.6821,0.587,100.0,20.0,pyc_xmeans,2d-4c_y.zip
4,14,0.0141925811767578,0.4784,22943.0996,0.6405,0.7949,0.4345,1.235,0.6866,0.6894,1.0,0.526,0.6894,0.6011,inf,20.0,pyc_xmeans,2d-4c_y.zip
4,18,0.0163562297821044,0.4642,17938.9072,0.6355,0.7776,0.3759,1.235,0.6424,0.6463,1.0,0.4774,0.6463,0.5543,,,pyc_xmeans,2d-4c_y.zip
4,18,0.0163145065307617,0.4601,17427.7702,0.6315,0.777,0.374,1.235,0.6408,0.6447,1.0,0.4757,0.6447,0.5528,1000.0,20.0,pyc_xmeans,2d-4c_y.zip
4,18,0.0153024196624755,0.456,17978.2889,0.6498,0.7787,0.3797,1.235,0.6439,0.6479,1.0,0.4791,0.6479,0.5575,100.0,20.0,pyc_xmeans,2d-4c_y.zip
4,18,0.0733742713928222,0.4654,18002.8404,0.6361,0.7778,0.3767,1.235,0.6419,0.6459,1.0,0.477,0.6459,0.555,inf,20.0,pyc_xmeans,2d-4c_y.zip
4,2,0.0096855163574218,0.8704,36359.6418,0.1639,1.0,1.0,1.235,1.0,1.0,1.0,1.0,1.0,1.0,,,pyc_xmeans,2d-4c_y.zip
4,22,0.020320177078247,0.4533,15352.5587,0.6554,0.7738,0.3629,1.235,0.6242,0.629,1.0,0.4588,0.629,0.5437,,,pyc_xmeans,2d-4c_y.zip
4,22,0.0212171077728271,0.466,18793.2321,0.6345,0.7778,0.3767,1.235,0.6464,0.6501,1.0,0.4815,0.6501,0.555,1000.0,20.0,pyc_xmeans,2d-4c_y.zip
4,22,0.015235424041748,0.4577,17699.2724,0.6373,0.7757,0.3694,1.235,0.6392,0.6432,1.0,0.474,0.6432,0.549,100.0,20.0,pyc_xmeans,2d-4c_y.zip
4,22,0.0197064876556396,0.453,14630.7131,0.608,0.7755,0.3687,1.235,0.6292,0.6341,1.0,0.4642,0.6341,0.5484,inf,20.0,pyc_xmeans,2d-4c_y.zip
4,2,0.0080869197845458,0.8704,36359.6418,0.1639,1.0,1.0,1.235,1.0,1.0,1.0,1.0,1.0,1.0,1000.0,20.0,pyc_xmeans,2d-4c_y.zip
4,2,0.009153127670288,0.8704,36359.6418,0.1639,1.0,1.0,1.235,1.0,1.0,1.0,1.0,1.0,1.0,100.0,20.0,pyc_xmeans,2d-4c_y.zip
4,2,0.0088205337524414,0.87,36349.9853,0.1655,0.9992,0.9983,1.2303,0.9958,0.9958,0.9962,0.9954,0.9958,0.9988,inf,20.0,pyc_xmeans,2d-4c_y.zip
4,4,0.0096697807312011,0.8704,36359.6418,0.1639,1.0,1.0,1.235,1.0,1.0,1.0,1.0,1.0,1.0,,,pyc_xmeans,2d-4c_y.zip
4,6,0.0533041954040527,0.5854,43217.3607,0.5533,0.8547,0.6217,1.235,0.8236,0.8243,1.0,0.7011,0.8243,0.74,,,pyc_xmeans,2d-4c_y.zip
4,6,0.0111415386199951,0.5687,42120.2517,0.5627,0.8626,0.6449,1.235,0.8293,0.83,1.0,0.7094,0.83,0.7564,1000.0,20.0,pyc_xmeans,2d-4c_y.zip
4,6,0.0099012851715087,0.6552,27655.9718,0.4928,0.9174,0.7969,1.235,0.8753,0.8758,1.0,0.7791,0.8758,0.8619,100.0,20.0,pyc_xmeans,2d-4c_y.zip
4,6,0.0106234550476074,0.6604,27623.1274,0.4771,0.9186,0.7998,1.235,0.8754,0.876,1.0,0.7793,0.876,0.8639,inf,20.0,pyc_xmeans,2d-4c_y.zip
6,10,0.0134890079498291,0.4842,33535.0096,0.6936,0.7969,0.4411,1.235,0.7189,0.7207,1.0,0.5634,0.7207,0.6063,,,pyc_xmeans,2d-4c_y.zip
6,10,0.0108706951141357,0.4791,30992.4361,0.6606,0.8117,0.4893,1.235,0.7297,0.7315,1.0,0.5766,0.7315,0.6432,1000.0,20.0,pyc_xmeans,2d-4c_y.zip
6,10,0.0101165771484375,0.4807,30889.3078,0.6611,0.808,0.4773,1.235,0.726,0.7278,1.0,0.572,0.7278,0.6341,100.0,20.0,pyc_xmeans,2d-4c_y.zip
6,10,0.0112075805664062,0.4637,30810.0017,0.6833,0.805,0.4675,1.235,0.7224,0.7242,1.0,0.5676,0.7242,0.6267,inf,20.0,pyc_xmeans,2d-4c_y.zip
6,14,0.0144453048706054,0.4309,27239.2179,0.6985,0.7683,0.3438,1.235,0.656,0.6589,1.0,0.4913,0.6589,0.5276,,,pyc_xmeans,2d-4c_y.zip
6,14,0.0185589790344238,0.4446,28973.0553,0.6987,0.7731,0.3605,1.235,0.6652,0.6681,1.0,0.5016,0.6681,0.5417,1000.0,20.0,pyc_xmeans,2d-4c_y.zip
