n_clusters,metric,linkage,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
2,correlation,average,100.0,20,0.0153911113739013,0.1446,123.5279,2.7145,0.5036,0.0029,0.0003,-0.0002,0.0005,0.0006,0.0005,0.0005,0.5467,skl_agglomerativeClust,german_creditONEHOT_y.zip
2,correlation,average,inf,20,0.0153908729553222,0.1446,123.5279,2.7145,0.5036,0.0029,0.0003,-0.0002,0.0005,0.0006,0.0005,0.0005,0.5467,skl_agglomerativeClust,german_creditONEHOT_y.zip
2,correlation,complete,1000.0,20,0.0148546695709228,0.1036,117.4612,2.7582,0.5179,0.0343,0.0133,0.0197,0.0205,0.0218,0.0194,0.0205,0.557,skl_agglomerativeClust,german_creditONEHOT_y.zip
2,correlation,complete,100.0,20,0.0148322582244873,0.1036,117.4612,2.7582,0.5179,0.0343,0.0133,0.0197,0.0205,0.0218,0.0194,0.0205,0.557,skl_agglomerativeClust,german_creditONEHOT_y.zip
2,correlation,complete,inf,20,0.0148963928222656,0.1036,117.4612,2.7582,0.5179,0.0343,0.0133,0.0197,0.0205,0.0218,0.0194,0.0205,0.557,skl_agglomerativeClust,german_creditONEHOT_y.zip
2,correlation,single,1000.0,20,0.0080177783966064,0.0614,1.1678,0.8792,0.5804,0.0027,0.0012,0.0019,0.0039,0.002,0.1524,0.0039,0.7613,skl_agglomerativeClust,german_creditONEHOT_y.zip
2,correlation,single,100.0,20,0.0079977512359619,0.0614,1.1678,0.8792,0.5804,0.0027,0.0012,0.0019,0.0039,0.002,0.1524,0.0039,0.7613,skl_agglomerativeClust,german_creditONEHOT_y.zip
2,correlation,single,inf,20,0.0080275535583496,0.0614,1.1678,0.8792,0.5804,0.0027,0.0012,0.0019,0.0039,0.002,0.1524,0.0039,0.7613,skl_agglomerativeClust,german_creditONEHOT_y.zip
2,cosine,average,1000.0,20,0.0153405666351318,0.2553,169.3,1.6558,0.5371,-0.0026,0.0,-0.0009,0.0,0.0,0.0,0.0,0.6542,skl_agglomerativeClust,german_creditONEHOT_y.zip
2,cosine,average,100.0,20,0.0153851509094238,0.2553,169.3,1.6558,0.5371,-0.0026,0.0,-0.0009,0.0,0.0,0.0,0.0,0.6542,skl_agglomerativeClust,german_creditONEHOT_y.zip
2,cosine,average,inf,20,0.0154447555541992,0.2553,169.3,1.6558,0.5371,-0.0026,0.0,-0.0009,0.0,0.0,0.0,0.0,0.6542,skl_agglomerativeClust,german_creditONEHOT_y.zip
2,cosine,complete,1000.0,20,0.0144064426422119,0.073,99.9307,2.7031,0.5037,-0.0046,0.0002,-0.0004,0.0003,0.0004,0.0003,0.0003,0.5562,skl_agglomerativeClust,german_creditONEHOT_y.zip
2,cosine,complete,100.0,20,0.0153799057006835,0.073,99.9307,2.7031,0.5037,-0.0046,0.0002,-0.0004,0.0003,0.0004,0.0003,0.0003,0.5562,skl_agglomerativeClust,german_creditONEHOT_y.zip
2,cosine,complete,inf,20,0.0144336223602294,0.073,99.9307,2.7031,0.5037,-0.0046,0.0002,-0.0004,0.0003,0.0004,0.0003,0.0003,0.5562,skl_agglomerativeClust,german_creditONEHOT_y.zip
2,cosine,single,1000.0,20,0.0079822540283203,0.0614,1.1678,0.8792,0.5804,0.0027,0.0012,0.0019,0.0039,0.002,0.1524,0.0039,0.7613,skl_agglomerativeClust,german_creditONEHOT_y.zip
2,cosine,single,100.0,20,0.0080087184906005,0.0614,1.1678,0.8792,0.5804,0.0027,0.0012,0.0019,0.0039,0.002,0.1524,0.0039,0.7613,skl_agglomerativeClust,german_creditONEHOT_y.zip
2,cosine,single,inf,20,0.0080118179321289,0.0614,1.1678,0.8792,0.5804,0.0027,0.0012,0.0019,0.0039,0.002,0.1524,0.0039,0.7613,skl_agglomerativeClust,german_creditONEHOT_y.zip
2,euclidean,average,1000.0,20,0.0157883167266845,0.4156,4.6499,0.4408,0.5788,-0.0011,0.0004,-0.0008,0.0012,0.0006,0.0451,0.0012,0.7602,skl_agglomerativeClust,german_creditONEHOT_y.zip
