n_clusters,max_iter,init,n_init,verbose,random_state,n_jobs,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,alg,dataset
10,500,Cao,11,False,42,4,100.0,20,19.23179054260254,0.0166,1002.433,9.0598,kmodes,fico.zip
10,500,Cao,11,False,42,4,20.0,20,20.151313543319706,0.0269,1112.2001,5.6165,kmodes,fico.zip
10,500,Cao,11,False,42,4,inf,100,19.16509985923767,0.0166,1002.433,9.0598,kmodes,fico.zip
10,500,Cao,11,False,42,4,inf,20,19.547531366348267,0.0166,1002.433,9.0598,kmodes,fico.zip
12,100,Cao,11,False,42,4,1000.0,100,16.560577869415283,0.0137,855.0585,7.6816,kmodes,fico.zip
12,100,Cao,11,False,42,4,1000.0,20,16.608764171600342,0.0137,855.0585,7.6816,kmodes,fico.zip
12,100,Cao,11,False,42,4,100.0,100,22.73607039451599,0.0151,873.7672,7.048,kmodes,fico.zip
12,100,Cao,11,False,42,4,100.0,20,17.596522092819214,0.0137,855.0585,7.6816,kmodes,fico.zip
12,100,Cao,11,False,42,4,20.0,20,31.70266318321228,0.0194,942.812,6.1485,kmodes,fico.zip
12,100,Cao,11,False,42,4,inf,100,17.639504194259644,0.0137,855.0585,7.6816,kmodes,fico.zip
12,100,Cao,11,False,42,4,inf,20,16.658823013305664,0.0137,855.0585,7.6816,kmodes,fico.zip
12,300,Cao,11,False,42,4,1000.0,100,16.57333755493164,0.0137,855.0585,7.6816,kmodes,fico.zip
12,300,Cao,11,False,42,4,1000.0,20,16.68712282180786,0.0137,855.0585,7.6816,kmodes,fico.zip
12,300,Cao,11,False,42,4,100.0,100,22.769187688827515,0.0151,873.7672,7.048,kmodes,fico.zip
12,300,Cao,11,False,42,4,100.0,20,17.594027519226074,0.0137,855.0585,7.6816,kmodes,fico.zip
12,300,Cao,11,False,42,4,20.0,20,30.753871202468872,0.0194,942.812,6.1485,kmodes,fico.zip
12,300,Cao,11,False,42,4,inf,100,17.652637720108032,0.0137,855.0585,7.6816,kmodes,fico.zip
12,300,Cao,11,False,42,4,inf,20,16.614335298538208,0.0137,855.0585,7.6816,kmodes,fico.zip
12,500,Cao,11,False,42,4,1000.0,100,16.92209506034851,0.0137,855.0585,7.6816,kmodes,fico.zip
12,500,Cao,11,False,42,4,1000.0,20,16.706459045410156,0.0137,855.0585,7.6816,kmodes,fico.zip
12,500,Cao,11,False,42,4,100.0,100,22.73461079597473,0.0151,873.7672,7.048,kmodes,fico.zip
12,500,Cao,11,False,42,4,100.0,20,16.68786907196045,0.0137,855.0585,7.6816,kmodes,fico.zip
12,500,Cao,11,False,42,4,20.0,20,30.25849413871765,0.0194,942.812,6.1485,kmodes,fico.zip
12,500,Cao,11,False,42,4,inf,100,17.606906414031982,0.0137,855.0585,7.6816,kmodes,fico.zip
12,500,Cao,11,False,42,4,inf,20,17.01839590072632,0.0137,855.0585,7.6816,kmodes,fico.zip
2,100,Cao,11,False,42,4,1000.0,100,3.7382233142852783,0.1333,751.471,3.341,kmodes,fico.zip
2,100,Cao,11,False,42,4,1000.0,20,3.662981986999512,0.1333,751.471,3.341,kmodes,fico.zip
2,100,Cao,11,False,42,4,100.0,100,3.5712077617645264,0.1348,744.6745,3.3589,kmodes,fico.zip
2,100,Cao,11,False,42,4,100.0,20,3.880053758621216,0.1333,751.471,3.341,kmodes,fico.zip
2,100,Cao,11,False,42,4,20.0,20,2.634354829788208,0.0395,161.5277,6.5316,kmodes,fico.zip
2,100,Cao,11,False,42,4,inf,100,3.880426406860352,0.1333,751.471,3.341,kmodes,fico.zip
2,100,Cao,11,False,42,4,inf,20,3.741403579711914,0.1333,751.471,3.341,kmodes,fico.zip
2,300,Cao,11,False,42,4,1000.0,100,3.697836399078369,0.1333,751.471,3.341,kmodes,fico.zip
2,300,Cao,11,False,42,4,1000.0,20,3.6855297088623047,0.1333,751.471,3.341,kmodes,fico.zip
2,300,Cao,11,False,42,4,100.0,100,3.544332504272461,0.1348,744.6745,3.3589,kmodes,fico.zip
2,300,Cao,11,False,42,4,100.0,20,3.8739333152771,0.1333,751.471,3.341,kmodes,fico.zip
2,300,Cao,11,False,42,4,20.0,20,2.5361363887786865,0.0395,161.5277,6.5316,kmodes,fico.zip
2,300,Cao,11,False,42,4,inf,100,3.8754069805145264,0.1333,751.471,3.341,kmodes,fico.zip
2,300,Cao,11,False,42,4,inf,20,3.710862874984741,0.1333,751.471,3.341,kmodes,fico.zip
2,500,Cao,11,False,42,4,1000.0,100,3.707911252975464,0.1333,751.471,3.341,kmodes,fico.zip
2,500,Cao,11,False,42,4,1000.0,20,3.7066304683685294,0.1333,751.471,3.341,kmodes,fico.zip
2,500,Cao,11,False,42,4,100.0,100,3.556378126144409,0.1348,744.6745,3.3589,kmodes,fico.zip
2,500,Cao,11,False,42,4,100.0,20,3.876485586166382,0.1333,751.471,3.341,kmodes,fico.zip
2,500,Cao,11,False,42,4,20.0,20,2.670625686645508,0.0395,161.5277,6.5316,kmodes,fico.zip
2,500,Cao,11,False,42,4,inf,100,3.872724294662476,0.1333,751.471,3.341,kmodes,fico.zip
2,500,Cao,11,False,42,4,inf,20,3.721415519714356,0.1333,751.471,3.341,kmodes,fico.zip
4,100,Cao,11,False,42,4,1000.0,100,6.336774110794067,-0.0283,467.0452,6.3254,kmodes,fico.zip
4,100,Cao,11,False,42,4,1000.0,20,6.278284788131714,-0.0283,467.0452,6.3254,kmodes,fico.zip
4,100,Cao,11,False,42,4,100.0,100,8.522902488708496,-0.033,482.9638,5.7704,kmodes,fico.zip
4,100,Cao,11,False,42,4,100.0,20,6.305832624435425,-0.0283,467.0452,6.3254,kmodes,fico.zip
4,100,Cao,11,False,42,4,20.0,20,11.98892378807068,0.0708,3018.1207,3.595,kmodes,fico.zip
4,100,Cao,11,False,42,4,inf,100,6.617451906204224,-0.0283,467.0452,6.3254,kmodes,fico.zip
4,100,Cao,11,False,42,4,inf,20,6.308119297027588,-0.0283,467.0452,6.3254,kmodes,fico.zip
4,300,Cao,11,False,42,4,1000.0,100,6.349778413772583,-0.0283,467.0452,6.3254,kmodes,fico.zip
4,300,Cao,11,False,42,4,1000.0,20,6.323883533477783,-0.0283,467.0452,6.3254,kmodes,fico.zip
4,300,Cao,11,False,42,4,100.0,100,8.484738826751709,-0.033,482.9638,5.7704,kmodes,fico.zip
4,300,Cao,11,False,42,4,100.0,20,6.647371530532837,-0.0283,467.0452,6.3254,kmodes,fico.zip
4,300,Cao,11,False,42,4,20.0,20,11.662639141082764,0.0708,3018.1207,3.595,kmodes,fico.zip
4,300,Cao,11,False,42,4,inf,100,6.241477489471436,-0.0283,467.0452,6.3254,kmodes,fico.zip
4,300,Cao,11,False,42,4,inf,20,6.655519247055054,-0.0283,467.0452,6.3254,kmodes,fico.zip
4,500,Cao,11,False,42,4,1000.0,100,6.655367851257324,-0.0283,467.0452,6.3254,kmodes,fico.zip
4,500,Cao,11,False,42,4,1000.0,20,6.343844890594482,-0.0283,467.0452,6.3254,kmodes,fico.zip
4,500,Cao,11,False,42,4,100.0,100,8.49955701828003,-0.033,482.9638,5.7704,kmodes,fico.zip
4,500,Cao,11,False,42,4,100.0,20,6.326663732528687,-0.0283,467.0452,6.3254,kmodes,fico.zip
4,500,Cao,11,False,42,4,20.0,20,11.577805519104004,0.0708,3018.1207,3.595,kmodes,fico.zip
4,500,Cao,11,False,42,4,inf,100,6.301614284515381,-0.0283,467.0452,6.3254,kmodes,fico.zip
4,500,Cao,11,False,42,4,inf,20,6.234838247299194,-0.0283,467.0452,6.3254,kmodes,fico.zip
6,100,Cao,11,False,42,4,1000.0,100,12.18336582183838,0.0313,1752.3862,7.2442,kmodes,fico.zip
6,100,Cao,11,False,42,4,1000.0,20,12.770288944244385,0.0313,1752.3862,7.2442,kmodes,fico.zip
6,100,Cao,11,False,42,4,100.0,100,23.03627610206604,0.047,1770.8977,6.6156,kmodes,fico.zip
6,100,Cao,11,False,42,4,100.0,20,12.143780946731567,0.0313,1752.3862,7.2442,kmodes,fico.zip
6,100,Cao,11,False,42,4,20.0,20,13.40395975112915,0.052,1916.8534,4.8861,kmodes,fico.zip
6,100,Cao,11,False,42,4,inf,100,12.407932996749878,0.0313,1752.3862,7.2442,kmodes,fico.zip
6,100,Cao,11,False,42,4,inf,20,12.888046026229858,0.0313,1752.3862,7.2442,kmodes,fico.zip
6,300,Cao,11,False,42,4,1000.0,100,12.111364126205444,0.0313,1752.3862,7.2442,kmodes,fico.zip
6,300,Cao,11,False,42,4,1000.0,20,12.84383225440979,0.0313,1752.3862,7.2442,kmodes,fico.zip
6,300,Cao,11,False,42,4,100.0,100,23.08468008041382,0.047,1770.8977,6.6156,kmodes,fico.zip
6,300,Cao,11,False,42,4,100.0,20,12.136603593826294,0.0313,1752.3862,7.2442,kmodes,fico.zip
6,300,Cao,11,False,42,4,20.0,20,13.055932998657228,0.052,1916.8534,4.8861,kmodes,fico.zip
6,300,Cao,11,False,42,4,inf,100,12.080063343048096,0.0313,1752.3862,7.2442,kmodes,fico.zip
6,300,Cao,11,False,42,4,inf,20,12.194440841674805,0.0313,1752.3862,7.2442,kmodes,fico.zip
6,500,Cao,11,False,42,4,1000.0,100,12.188258409500122,0.0313,1752.3862,7.2442,kmodes,fico.zip
6,500,Cao,11,False,42,4,1000.0,20,12.812199592590332,0.0313,1752.3862,7.2442,kmodes,fico.zip
6,500,Cao,11,False,42,4,100.0,100,23.06286883354187,0.047,1770.8977,6.6156,kmodes,fico.zip
6,500,Cao,11,False,42,4,100.0,20,12.094840049743652,0.0313,1752.3862,7.2442,kmodes,fico.zip
6,500,Cao,11,False,42,4,20.0,20,12.897955179214478,0.052,1916.8534,4.8861,kmodes,fico.zip
6,500,Cao,11,False,42,4,inf,100,12.132402181625366,0.0313,1752.3862,7.2442,kmodes,fico.zip
6,500,Cao,11,False,42,4,inf,20,12.21165418624878,0.0313,1752.3862,7.2442,kmodes,fico.zip
8,100,Cao,11,False,42,4,1000.0,100,15.743301153182983,0.019,1279.3414,8.8528,kmodes,fico.zip
8,100,Cao,11,False,42,4,1000.0,20,16.573014974594116,0.019,1279.3414,8.8528,kmodes,fico.zip
8,100,Cao,11,False,42,4,100.0,100,16.51348114013672,0.0322,1298.1502,7.1798,kmodes,fico.zip
8,100,Cao,11,False,42,4,100.0,20,15.61475157737732,0.019,1279.3414,8.8528,kmodes,fico.zip
8,100,Cao,11,False,42,4,20.0,20,17.298275470733643,0.0338,1395.9843,5.4406,kmodes,fico.zip
8,100,Cao,11,False,42,4,inf,100,15.62346625328064,0.019,1279.3414,8.8528,kmodes,fico.zip
8,100,Cao,11,False,42,4,inf,20,15.896007537841797,0.019,1279.3414,8.8528,kmodes,fico.zip
8,300,Cao,11,False,42,4,1000.0,100,15.921991348266602,0.019,1279.3414,8.8528,kmodes,fico.zip
8,300,Cao,11,False,42,4,1000.0,20,16.613739252090454,0.019,1279.3414,8.8528,kmodes,fico.zip
8,300,Cao,11,False,42,4,100.0,100,16.504658699035645,0.0322,1298.1502,7.1798,kmodes,fico.zip
8,300,Cao,11,False,42,4,100.0,20,15.622613906860352,0.019,1279.3414,8.8528,kmodes,fico.zip
8,300,Cao,11,False,42,4,20.0,20,16.867510557174683,0.0338,1395.9843,5.4406,kmodes,fico.zip
8,300,Cao,11,False,42,4,inf,100,15.709686994552612,0.019,1279.3414,8.8528,kmodes,fico.zip
8,300,Cao,11,False,42,4,inf,20,15.777452945709229,0.019,1279.3414,8.8528,kmodes,fico.zip
8,500,Cao,11,False,42,4,1000.0,100,15.920831680297852,0.019,1279.3414,8.8528,kmodes,fico.zip
8,500,Cao,11,False,42,4,1000.0,20,16.57774806022644,0.019,1279.3414,8.8528,kmodes,fico.zip
8,500,Cao,11,False,42,4,100.0,100,15.628105640411375,0.0322,1298.1502,7.1798,kmodes,fico.zip
8,500,Cao,11,False,42,4,100.0,20,15.666038513183594,0.019,1279.3414,8.8528,kmodes,fico.zip
8,500,Cao,11,False,42,4,20.0,20,16.579511642456055,0.0338,1395.9843,5.4406,kmodes,fico.zip
8,500,Cao,11,False,42,4,inf,100,15.668041944503784,0.019,1279.3414,8.8528,kmodes,fico.zip
8,500,Cao,11,False,42,4,inf,20,15.996251344680786,0.019,1279.3414,8.8528,kmodes,fico.zip
